strategy,probe,threshold,cost,accuracy,frac_escalated,target_escalation_rate
probe_cascade,SEPs_logreg,0.8711176720863675,8.884938271604941,0.747,0.56,0.56
probe_cascade,SEPs_logreg,0.896911067372771,9.02574074074074,0.747,0.57,0.5700000000000001
probe_cascade,SEPs_logreg,0.9153004678445786,9.166543209876545,0.747,0.58,0.58
probe_cascade,SEPs_logreg,0.9253792577122473,9.307345679012347,0.749,0.59,0.59
probe_cascade,SEPs_logreg,0.9332275431224182,9.44814814814815,0.75,0.6,0.6
probe_cascade,SEPs_logreg,0.9446724248118602,9.588950617283954,0.748,0.61,0.61
probe_cascade,SEPs_logreg,0.953074867904217,9.729753086419754,0.748,0.62,0.62
probe_cascade,SEPs_logreg,0.9622884796421597,9.870555555555558,0.75,0.63,0.63
probe_cascade,SEPs_logreg,0.9686399720568569,10.01135802469136,0.751,0.64,0.64
probe_cascade,SEPs_logreg,0.9744355501062552,10.152160493827163,0.753,0.65,0.65
probe_cascade,SEPs_logreg,0.9764141149440024,10.292962962962967,0.749,0.66,0.66
probe_cascade,SEPs_logreg,0.9795162629737293,10.433765432098768,0.749,0.67,0.67
probe_cascade,SEPs_logreg,0.982995116571637,10.574567901234571,0.749,0.68,0.68
probe_cascade,SEPs_logreg,0.9864011702619881,10.715370370370373,0.751,0.69,0.6900000000000001
probe_cascade,SEPs_logreg,0.9882387606684946,10.856172839506176,0.751,0.7,0.7000000000000001
probe_cascade,SEPs_logreg,0.9898931498808854,10.996975308641977,0.751,0.71,0.71
probe_cascade,SEPs_logreg,0.9913302288974928,11.137777777777782,0.749,0.72,0.72
probe_cascade,SEPs_logreg,0.9922685875950819,11.278580246913581,0.75,0.73,0.73
probe_cascade,SEPs_logreg,0.9946235756023625,11.419382716049386,0.753,0.74,0.74
probe_cascade,SEPs_logreg,0.9954664639564655,11.560185185185187,0.755,0.75,0.75
probe_cascade,SEPs_logreg,0.9963356671402889,11.70098765432099,0.755,0.76,0.76
probe_cascade,SEPs_logreg,0.9967911734029489,11.841790123456793,0.755,0.77,0.77
probe_cascade,SEPs_logreg,0.99733080898751,11.982592592592598,0.755,0.78,0.78
probe_cascade,SEPs_logreg,0.997577439774012,12.123395061728399,0.755,0.79,0.79
probe_cascade,SEPs_logreg,0.9978884133600846,12.2641975308642,0.757,0.8,0.8
probe_cascade,SEPs_logreg,0.9983483489946637,12.405000000000003,0.757,0.81,0.81
